UA,SU,DOMINIO,v,bio,carbono
PR_54,3,Floresta Estacional Semidecidual,,,
PR_54,4,Floresta Estacional Semidecidual,0.2240492720344536,70.69057274952245,34.638380647266
PR_55,1,Floresta Estacional Semidecidual,,,
PR_55,2,Floresta Estacional Semidecidual,,,
PR_55,3,Floresta Estacional Semidecidual,,,
PR_55,4,Floresta Estacional Semidecidual,,,
PR_56,1,Floresta Estacional Semidecidual,,,
PR_56,2,Floresta Estacional Semidecidual,,,
PR_56,3,Floresta Estacional Semidecidual,,,
PR_56,4,Floresta Estacional Semidecidual,,,
PR_57,1,Floresta Estacional Semidecidual,,,
PR_57,2,Floresta Estacional Semidecidual,,,
PR_57,3,Floresta Estacional Semidecidual,,,
PR_57,4,Floresta Estacional Semidecidual,,,
PR_58,1,Floresta Estacional Semidecidual,8.32550386102513,2212.0143959922843,1083.8870540362195
PR_58,2,Floresta Estacional Semidecidual,,,
PR_58,3,Floresta Estacional Semidecidual,3.124264577640267,1226.2744125937832,600.8744621709537
PR_58,4,Floresta Estacional Semidecidual,,,
PR_59,1,Floresta Estacional Semidecidual,,,
PR_59,2,Floresta Estacional Semidecidual,,,
PR_59,3,Floresta Estacional Semidecidual,,,
PR_59,4,Floresta Estacional Semidecidual,,,
PR_6,1,Floresta Estacional Semidecidual,13.443195320262143,5476.958175151409,2683.70950582419
PR_6,2,Floresta Estacional Semidecidual,15.925923698794753,6671.052540699671,3268.8157449428404
PR_6,3,Floresta Estacional Semidecidual,5.779742885361133,2046.9372105535317,1002.9992331712305
PR_6,4,Floresta Estacional Semidecidual,,,
PR_60,1,Floresta Estacional Semidecidual,,,
PR_60,2,Floresta Estacional Semidecidual,,,
PR_60,3,Floresta Estacional Semidecidual,,,
PR_60,4,Floresta Estacional Semidecidual,,,
PR_61,1,Floresta Estacional Semidecidual,7.174054636719177,1964.1971529481273,962.4566049445823
PR_61,2,Floresta Estacional Semidecidual,,,
PR_61,3,Floresta Estacional Semidecidual,5.7623311496132565,1241.526570709903,608.3480196478524
PR_61,4,Floresta Estacional Semidecidual,,,
PR_62,1,Floresta Estacional Semidecidual,10.078639821938292,3265.1387626032324,1599.9179936755836
PR_62,2,Floresta Estacional Semidecidual,2.3131552103767854,683.3236672132977,334.828596934516
PR_62,3,Floresta Estacional Semidecidual,5.711303702118967,1902.1994651886919,932.0777379424593
PR_62,4,Floresta Estacional Semidecidual,3.7064827547699912,1255.806566589647,615.3452176289269
PR_63,1,Floresta Estacional Semidecidual,,,
PR_63,2,Floresta Estacional Semidecidual,,,
PR_63,3,Floresta Estacional Semidecidual,,,
PR_63,4,Floresta Estacional Semidecidual,,,
PR_64,1,Floresta Estacional Semidecidual,0.21264465753652373,56.80298033733416,27.83346036529374
PR_64,2,Floresta Estacional Semidecidual,2.311959627405698,928.8548353254853,455.1388693094878
PR_64,3,Floresta Estacional Semidecidual,1.1828951286789782,464.3352452057559,227.52427015082034
PR_64,4,Floresta Estacional Semidecidual,4.334715986697061,1224.3240499353776,599.918784468335
PR_66,1,Floresta Estacional Semidecidual,5.7498650126864295,1391.3497210092207,681.7613632945181
PR_66,2,Floresta Estacional Semidecidual,12.461387976378841,2233.2608901649514,1094.2978361808264
PR_66,3,Floresta Estacional Semidecidual,,,
PR_66,4,Floresta Estacional Semidecidual,3.0524375675851383,727.1436681039166,356.3003973709191
PR_67,1,Floresta Estacional Semidecidual,,,
PR_67,2,Floresta Estacional Semidecidual,5.75395788769643,825.7909902388155,404.6375852170196
PR_67,3,Floresta Estacional Semidecidual,,,
PR_67,4,Floresta Estacional Semidecidual,3.498982621625348,439.2613014247024,215.23803769810416
PR_68,1,Floresta Estacional Semidecidual,0.2738931207739417,64.59545258308844,31.65177176571334
PR_68,2,Floresta Estacional Semidecidual,0.1554332703929439,50.459225590872904,24.725020539527726
PR_68,3,Floresta Estacional Semidecidual,,,
PR_68,4,Floresta Estacional Semidecidual,5.8791952452151115,1879.5584454401003,920.9836382656492
PR_69,1,Floresta Estacional Semidecidual,,,
PR_69,2,Floresta Estacional Semidecidual,11.093395753873326,3867.956142826196,1895.2985099848354
PR_69,3,Floresta Estacional Semidecidual,7.847456500797458,1918.4096973523924,940.0207517026722
PR_69,4,Floresta Estacional Semidecidual,16.041343861956744,4618.021108014255,2262.8303429269854
PR_7,1,Floresta Estacional Semidecidual,,,
PR_7,2,Floresta Estacional Semidecidual,,,
PR_7,3,Floresta Estacional Semidecidual,,,
PR_7,4,Floresta Estacional Semidecidual,,,
PR_70,1,Floresta Estacional Semidecidual,2.8706041269533085,1036.5297159399381,507.8995608105697
PR_70,2,Floresta Estacional Semidecidual,,,
PR_70,3,Floresta Estacional Semidecidual,9.661794550049619,1703.1967312369188,834.5663983060902
PR_70,4,Floresta Estacional Semidecidual,,,
PR_71,1,Floresta Estacional Semidecidual,,,
PR_71,2,Floresta Estacional Semidecidual,,,
PR_71,3,Floresta Estacional Semidecidual,0.7464056060421983,248.37992386607755,121.70616269437802
PR_71,4,Floresta Estacional Semidecidual,,,
PR_72,1,Floresta Estacional Semidecidual,1.904451330888295,263.02910232257744,128.88426013806296
PR_72,2,Floresta Estacional Semidecidual,1.937900829592603,544.4990371037176,266.8045281808216
PR_72,3,Floresta Estacional Semidecidual,1.8722391094868316,662.1934742110035,324.4748023633918
PR_72,4,Floresta Estacional Semidecidual,6.017560092910447,2013.8274380995767,986.7754446687926
PR_73,1,Floresta Estacional Semidecidual,,,
PR_73,2,Floresta Estacional Semidecidual,,,
PR_73,3,Floresta Estacional Semidecidual,,,
PR_73,4,Floresta Estacional Semidecidual,,,
PR_74,1,Floresta Estacional Semidecidual,,,
PR_74,2,Floresta Estacional Semidecidual,1.3105735333282238,225.9517695057168,110.71636705780124
PR_74,3,Floresta Estacional Semidecidual,,,
PR_74,4,Floresta Estacional Semidecidual,,,
PR_75,1,Floresta Estacional Semidecidual,,,
PR_75,2,Floresta Estacional Semidecidual,1.524397715311165,411.9083379603521,201.83508560057254
PR_75,3,Floresta Estacional Semidecidual,,,
PR_75,4,Floresta Estacional Semidecidual,13.142803196946254,3006.6519266543073,1473.259444060611
PR_76,1,Floresta Estacional Semidecidual,,,
PR_76,2,Floresta Estacional Semidecidual,,,
PR_76,3,Floresta Estacional Semidecidual,,,
PR_76,4,Floresta Estacional Semidecidual,,,
PR_77,1,Floresta Estacional Semidecidual,,,
PR_77,2,Floresta Estacional Semidecidual,,,
PR_77,3,Floresta Estacional Semidecidual,,,
PR_77,4,Floresta Estacional Semidecidual,,,
PR_78,1,Floresta Estacional Semidecidual,,,
PR_78,2,Floresta Estacional Semidecidual,,,
PR_78,3,Floresta Estacional Semidecidual,,,
PR_78,4,Floresta Estacional Semidecidual,,,
PR_79,1,Floresta Estacional Semidecidual,15.180155732406126,5317.835710504957,2605.7394981474285
PR_79,2,Floresta Estacional Semidecidual,21.58335776829828,7005.645621131468,3432.7663543544204
PR_79,3,Floresta Estacional Semidecidual,,,
PR_79,4,Floresta Estacional Semidecidual,0.13555626744861202,30.724422657312857,15.0549671020833
PR_8,1,Floresta Estacional Semidecidual,,,
PR_8,2,Floresta Estacional Semidecidual,,,
PR_8,3,Floresta Estacional Semidecidual,,,
PR_8,4,Floresta Estacional Semidecidual,,,
PR_81,1,Floresta Estacional Semidecidual,,,
PR_81,2,Floresta Estacional Semidecidual,13.238087828119456,4329.832852770094,2121.618097857346
PR_81,3,Floresta Estacional Semidecidual,,,
PR_81,4,Floresta Estacional Semidecidual,,,
PR_82,1,Floresta Estacional Semidecidual,,,
PR_82,2,Floresta Estacional Semidecidual,,,
PR_82,3,Floresta Estacional Semidecidual,,,
PR_82,4,Floresta Estacional Semidecidual,,,
PR_83,1,Floresta Estacional Semidecidual,3.988086579479471,1212.4302527809052,594.0908238626436
PR_83,2,Floresta Estacional Semidecidual,0.09065323400641763,35.781934786737295,17.533148045501274
PR_83,3,Floresta Estacional Semidecidual,28.69496434591172,10097.485870399332,4947.768076495674
PR_83,4,Floresta Estacional Semidecidual,,,
PR_85,1,Floresta Estacional Semidecidual,,,
PR_85,2,Floresta Estacional Semidecidual,,,
PR_85,3,Floresta Estacional Semidecidual,,,
PR_85,4,Floresta Estacional Semidecidual,,,
PR_86,1,Floresta Estacional Semidecidual,,,
PR_86,2,Floresta Estacional Semidecidual,2.3121196332800444,810.2105723947018,397.00318047340386
PR_86,3,Floresta Estacional Semidecidual,,,
PR_86,4,Floresta Estacional Semidecidual,,,
PR_87,1,Floresta Estacional Semidecidual,,,
PR_87,2,Floresta Estacional Semidecidual,,,
PR_87,3,Floresta Estacional Semidecidual,,,
PR_87,4,Floresta Estacional Semidecidual,,,
PR_88,1,Floresta Estacional Semidecidual,,,
PR_88,2,Floresta Estacional Semidecidual,,,
PR_88,3,Floresta Estacional Semidecidual,,,
PR_88,4,Floresta Estacional Semidecidual,,,
PR_89,1,Floresta Estacional Semidecidual,,,
PR_89,2,Floresta Estacional Semidecidual,,,
PR_89,3,Floresta Estacional Semidecidual,2.6783531869221435,808.3258037232082,396.079643824372
PR_89,4,Floresta Estacional Semidecidual,,,
PR_9,1,Floresta Estacional Semidecidual,8.250565098030501,2640.9128616814987,1294.0473022239344
PR_9,2,Floresta Estacional Semidecidual,1.8085022283308492,683.0685764276161,334.7036024495319
PR_9,3,Floresta Estacional Semidecidual,0.32091949041426904,91.45931747689139,44.81506556367678
PR_9,4,Floresta Estacional Semidecidual,0.4433965101298415,108.31893850243159,53.076279866191484
PR_90,1,Floresta Estacional Semidecidual,0.39165477886237343,102.61344580176964,50.28058844286713
PR_90,2,Floresta Estacional Semidecidual,0.5626696805297084,185.42123912795643,90.85640717269865
PR_90,3,Floresta Estacional Semidecidual,,,
PR_90,4,Floresta Estacional Semidecidual,,,
PR_91,1,Floresta Estacional Semidecidual,0.46721993011702334,153.03946008557367,74.9893354419311
PR_91,2,Floresta Estacional Semidecidual,,,
PR_91,3,Floresta Estacional Semidecidual,3.071811637705534,1162.1787614388393,569.4675931050315
PR_91,4,Floresta Estacional Semidecidual,,,
PR_92,1,Floresta Estacional Semidecidual,,,
PR_92,2,Floresta Estacional Semidecidual,,,
PR_92,3,Floresta Estacional Semidecidual,,,
PR_92,4,Floresta Estacional Semidecidual,,,
PR_94,1,Floresta Estacional Semidecidual,,,
PR_94,2,Floresta Estacional Semidecidual,,,
PR_94,3,Floresta Estacional Semidecidual,,,
PR_94,4,Floresta Estacional Semidecidual,,,
PR_95,1,Floresta Estacional Semidecidual,,,
PR_95,2,Floresta Estacional Semidecidual,,,
PR_95,3,Floresta Estacional Semidecidual,,,
PR_95,4,Floresta Estacional Semidecidual,,,
PR_96,1,Floresta Estacional Semidecidual,,,
PR_96,2,Floresta Estacional Semidecidual,,,
PR_96,3,Floresta Estacional Semidecidual,1.2702327209088484,309.1154597497572,151.466575277381
PR_96,4,Floresta Estacional Semidecidual,9.135593996703607,3269.2633114629793,1601.93902261686
PR_97,1,Floresta Estacional Semidecidual,,,
PR_97,2,Floresta Estacional Semidecidual,,,
PR_97,3,Floresta Estacional Semidecidual,,,
PR_97,4,Floresta Estacional Semidecidual,,,
PR_98,1,Floresta Estacional Semidecidual,,,
PR_98,2,Floresta Estacional Semidecidual,,,
PR_98,3,Floresta Estacional Semidecidual,,,
PR_98,4,Floresta Estacional Semidecidual,,,
PR_99,1,Floresta Estacional Semidecidual,,,
PR_99,2,Floresta Estacional Semidecidual,,,
PR_99,3,Floresta Estacional Semidecidual,,,
PR_99,4,Floresta Estacional Semidecidual,,,
PR_460_C,1,Floresta Ombrófila Mista,6.863787382100492,3714.813085999999,1820.25841214
PR_460_C,2,Floresta Ombrófila Mista,16.638076568443612,8119.966255999999,3978.7834654400003
PR_460_C,3,Floresta Ombrófila Mista,2.828987011565757,1314.8751980000002,644.2888470199999
PR_460_C,4,Floresta Ombrófila Mista,14.346173590122637,6308.650707999999,3091.238846920001
PR_460_I,1,Floresta Ombrófila Mista,30.898442276456027,13634.440322,6680.875757780001
PR_460_I,2,Floresta Ombrófila Mista,29.48991551677662,12275.101951999994,6014.799956479998
PR_460_I,3,Floresta Ombrófila Mista,19.316759495321925,9417.772404000001,4614.70847796
PR_460_I,4,Floresta Ombrófila Mista,24.482110155121866,12161.359675999998,5959.066241239998
PR_460_M,1,Floresta Ombrófila Mista,17.13654757778271,7685.156618000002,3765.72674282
PR_460_M,2,Floresta Ombrófila Mista,27.54845311115006,11759.938044,5762.3696415600025
PR_460_M,3,Floresta Ombrófila Mista,18.2600799184005,8157.811707999998,3997.32773692
PR_460_M,4,Floresta Ombrófila Mista,42.13476618832564,21111.415214000004,10344.593454859993
PR_460_N,1,Floresta Ombrófila Mista,13.982825306254414,6288.094462000001,3081.1662863800007
PR_460_N,2,Floresta Ombrófila Mista,4.385672146516761,2153.441972,1055.18656628
PR_460_N,3,Floresta Ombrófila Mista,21.047036032060475,9593.139162000003,4700.63818938
PR_460_N,4,Floresta Ombrófila Mista,11.618243841892253,4329.711058,2121.55841842
PR_460_P11,1,Floresta Ombrófila Mista,26.64375353928887,12964.994824000001,6352.84746376
PR_460_P11,2,Floresta Ombrófila Mista,24.046512673063503,12304.349145999999,6029.131081539999
PR_460_P11,3,Floresta Ombrófila Mista,49.92104095904743,25248.215829999997,12371.625756699998
PR_460_P11,4,Floresta Ombrófila Mista,14.393626952178163,7862.491756,3852.6209604400005
PR_460_P15,1,Floresta Ombrófila Mista,13.349378500418803,6163.707049999998,3020.2164544999996
PR_460_P15,2,Floresta Ombrófila Mista,33.83893504015446,16508.341518000005,8089.087343820002
PR_460_P15,3,Floresta Ombrófila Mista,6.571325071698494,3626.8956460000004,1777.1788665399997
PR_460_P15,4,Floresta Ombrófila Mista,,,
PR_460_P22,1,Floresta Ombrófila Mista,4.848901037266221,2290.049552,1122.12428048
PR_460_P22,2,Floresta Ombrófila Mista,16.48675811221373,7621.56346,3734.5660954
PR_460_P22,3,Floresta Ombrófila Mista,12.49477514090754,6409.743494,3140.7743120600003
PR_460_P22,4,Floresta Ombrófila Mista,5.748747995601222,3060.279422,1499.5369167799997
PR_460_P23,1,Floresta Ombrófila Mista,10.51940192183867,5223.401414,2559.4666928600004
PR_460_P23,2,Floresta Ombrófila Mista,23.192074835980467,10861.855095999998,5322.308997040002
PR_460_P23,3,Floresta Ombrófila Mista,16.43303936708354,8311.995429999997,4072.8777607
PR_460_P23,4,Floresta Ombrófila Mista,37.88570177698343,17352.550588,8502.74978812
PR_460_P27,1,Floresta Ombrófila Mista,25.503021015296365,12216.191262,5985.933718379999
PR_460_P27,2,Floresta Ombrófila Mista,27.961212745524016,13939.077183999998,6830.147820159998
PR_460_P27,3,Floresta Ombrófila Mista,8.900372168834235,4485.770352,2198.02747248
PR_460_P27,4,Floresta Ombrófila Mista,12.611510683850911,5768.968279999998,2826.7944571999997
PR_460_P32,1,Floresta Ombrófila Mista,8.788917391835238,4009.0956920000003,1964.4568890799999
PR_460_P32,2,Floresta Ombrófila Mista,16.151597117958374,7855.783436000001,3849.3338836400003
PR_460_P32,3,Floresta Ombrófila Mista,29.71143913986713,14367.358046,7040.005442540001
PR_460_P32,4,Floresta Ombrófila Mista,12.981627582293132,5783.14355,2833.740339499999
PR_460_P33,1,Floresta Ombrófila Mista,25.956635219643488,10739.848181999998,5262.52560918
PR_460_P33,2,Floresta Ombrófila Mista,6.889663996744547,3328.441022,1630.93610078
PR_460_P33,3,Floresta Ombrófila Mista,30.846179910136595,14007.740298000002,6863.79274602
PR_460_P33,4,Floresta Ombrófila Mista,13.577514543886998,5934.003135999999,2907.6615366399997
PR_460_P38,1,Floresta Ombrófila Mista,28.66309547535966,13868.121339999996,6795.379456600002
PR_460_P38,2,Floresta Ombrófila Mista,59.41957823898194,24038.225572000003,11778.730530280001
PR_460_P38,3,Floresta Ombrófila Mista,47.885723909861724,22613.99744800001,11080.858749520003
PR_460_P38,4,Floresta Ombrófila Mista,28.027067467705344,13615.855418000003,6671.769154819999
PR_460_P42,1,Floresta Ombrófila Mista,1.2249788600595197,678.269764,332.35218435999997
PR_460_P42,2,Floresta Ombrófila Mista,22.74807423498529,9771.952534,4788.25674166
PR_460_P42,3,Floresta Ombrófila Mista,8.791568372174494,3688.7579619999997,1807.4914013799996
PR_460_P42,4,Floresta Ombrófila Mista,24.10657262921009,9766.043266,4785.361200339999
PR_460_P43,1,Floresta Ombrófila Mista,25.639293431002574,12570.999281999999,6159.789648180003
PR_460_P43,2,Floresta Ombrófila Mista,18.148965524150615,8677.139571999996,4251.798390280002
PR_460_P43,3,Floresta Ombrófila Mista,13.384138551006489,6686.777282,3276.520868180001
PR_460_P43,4,Floresta Ombrófila Mista,19.698664468974467,10407.032340000003,5099.445846599999
PR_460_P44,1,Floresta Ombrófila Mista,13.582349329000694,4992.477914000001,2446.314177859999
PR_460_P44,2,Floresta Ombrófila Mista,22.647238407113935,12062.477830000005,5910.614136699999
PR_460_P44,3,Floresta Ombrófila Mista,11.585902355882542,6001.057451999999,2940.51815148
PR_460_P44,4,Floresta Ombrófila Mista,18.080229711187023,6534.740454,3202.022822459999
PR_489_P12,1,Estepe Gramíneo Lenhosa,17.13035347448931,9042.586712000004,4430.86748888
PR_489_P12,2,Estepe Gramíneo Lenhosa,31.69669986837741,13633.600400000001,6680.464196
PR_489_P12,3,Estepe Gramíneo Lenhosa,6.780817395392175,3783.142660000001,1853.7399034000002
PR_489_P12,4,Estepe Gramíneo Lenhosa,0.0871322016697984,93.48952000000001,45.80986480000001
PR_489_P16,1,Estepe Gramíneo Lenhosa,1.349285738885865,760.072976,372.43575824
PR_489_P16,2,Estepe Gramíneo Lenhosa,16.451023195720836,8124.944536000001,3981.2228226400002
PR_489_P16,3,Estepe Gramíneo Lenhosa,37.968045851502715,16284.161727999997,7979.239246720001
PR_489_P16,4,Estepe Gramíneo Lenhosa,14.775183129724791,6777.024172000001,3320.7418442800004
PR_490,1,Floresta Ombrófila Mista,21.41708772371934,7664.169221999999,3755.44291878
PR_490,2,Floresta Ombrófila Mista,10.736011738765397,5207.762956,2551.80384844
PR_490,3,Floresta Ombrófila Mista,14.689632729632867,7217.134311999998,3536.3958128800004
PR_490,4,Floresta Ombrófila Mista,13.909655222590784,6802.986916000001,3333.4635888400003
PR_490_D,1,Floresta Ombrófila Mista,17.28787770282594,7951.8642839999975,3896.4134991599994
PR_490_D,2,Floresta Ombrófila Mista,31.797984587882898,13046.577994000001,6392.82321706
PR_490_D,3,Floresta Ombrófila Mista,17.46513299922808,5522.840276,2706.1917352399996
PR_490_D,4,Floresta Ombrófila Mista,30.0553617130356,14096.252689999998,6907.1638181
PR_490_F,1,Estepe Gramíneo Lenhosa,,,
PR_490_F,2,Estepe Gramíneo Lenhosa,0.16688159376474251,102.81393200000002,50.37882668
PR_490_F,3,Estepe Gramíneo Lenhosa,5.1532973154370865,3769.3773040000005,1846.99487896
PR_490_F,4,Estepe Gramíneo Lenhosa,4.205841480038527,3061.2647719999995,1500.0197382800004
PR_490_G,1,Estepe Gramíneo Lenhosa,13.223945188096007,7396.2383,3624.1567670000004
PR_490_G,2,Estepe Gramíneo Lenhosa,15.029950158120268,6511.851688000001,3190.8073271199996
PR_490_G,3,Estepe Gramíneo Lenhosa,21.676213735626938,12878.037764000002,6310.238504359999
PR_490_G,4,Estepe Gramíneo Lenhosa,2.4681226364973012,1893.2619760000002,927.6983682400001
PR_490_P1,1,Floresta Ombrófila Mista,18.483007125907815,7972.969717999999,3906.75516182
PR_490_P1,2,Floresta Ombrófila Mista,32.913133356071505,14686.794147999999,7196.529132520001
PR_490_P1,3,Floresta Ombrófila Mista,29.522657831315374,13276.815111999997,6505.639404879997
PR_490_P1,4,Floresta Ombrófila Mista,39.80155173075856,17638.589443999997,8642.908827559999
PR_490_P13,1,Estepe Gramíneo Lenhosa,28.80979465852191,12936.392928,6338.832534720001
PR_490_P13,2,Estepe Gramíneo Lenhosa,15.973091555911935,5202.947199999999,2549.444128
PR_490_P13,3,Estepe Gramíneo Lenhosa,13.590168331398186,7116.129951999999,3486.9036764800016
PR_490_P13,4,Estepe Gramíneo Lenhosa,10.512579014806425,5360.8925480000025,2626.8373485200004
PR_490_P17,1,Estepe Gramíneo Lenhosa,,,
PR_490_P17,2,Estepe Gramíneo Lenhosa,1.1083263939621895,929.1966520000001,455.30635948
PR_490_P17,3,Estepe Gramíneo Lenhosa,0.7809753251798115,737.8240960000002,361.53380704000006
PR_490_P17,4,Estepe Gramíneo Lenhosa,1.2283889378995914,1175.5072320000002,575.99854368
PR_490_P18,1,Floresta Ombrófila Mista,24.052631418267314,10261.172073999998,5027.974316259999
PR_490_P18,2,Floresta Ombrófila Mista,13.145922532716591,6180.010074,3028.2049362599996
PR_490_P18,3,Floresta Ombrófila Mista,23.79823438268331,10017.336934000003,4908.49509766
PR_490_P18,4,Floresta Ombrófila Mista,19.557634907278388,7352.972194000003,3602.9563750600005
PR_490_P19,1,Floresta Ombrófila Mista,31.51044309200692,15486.273293999997,7588.27391406
PR_490_P19,2,Floresta Ombrófila Mista,30.722187334255167,15123.064168000003,7410.301442319998
PR_490_P19,3,Floresta Ombrófila Mista,,,
PR_490_P19,4,Floresta Ombrófila Mista,3.148939425086467,1957.983498,959.4119140199999
PR_490_P20,1,Floresta Ombrófila Mista,,,
PR_490_P20,2,Floresta Ombrófila Mista,,,
PR_490_P20,3,Floresta Ombrófila Mista,,,
PR_490_P20,4,Floresta Ombrófila Mista,,,
PR_490_P5,1,Floresta Ombrófila Mista,72.079262736684,31230.523056000005,15302.956297439996
PR_490_P5,2,Floresta Ombrófila Mista,65.33720830459482,34022.90707999999,16671.2244692
PR_490_P5,3,Floresta Ombrófila Mista,32.06664828719198,22313.483891999997,10933.60710708
PR_490_P5,4,Floresta Ombrófila Mista,56.28385472234952,24295.907004000004,11904.994431959996
PR_490_P6,1,Floresta Ombrófila Mista,54.06267329081346,24645.215012000008,12076.15535588
PR_490_P6,2,Floresta Ombrófila Mista,57.09316039218673,24998.786784,12249.40552416
PR_490_P6,3,Floresta Ombrófila Mista,41.525596426445766,20041.529526000006,9820.349467740003
PR_490_P6,4,Floresta Ombrófila Mista,66.23654355987026,26753.088088000004,13109.013163119995
PR_490_P7,1,Floresta Ombrófila Mista,39.07884981204317,16619.472372,8143.54146228
PR_490_P7,2,Floresta Ombrófila Mista,22.59982481073296,10169.059944,4982.83937256
PR_490_P7,3,Floresta Ombrófila Mista,28.438172032487753,12618.115774000002,6182.87672926
PR_490_P7,4,Floresta Ombrófila Mista,22.2702490939809,9934.994154,4868.14713546
PR_160,1,Floresta Ombrófila Mista,2.477448544107174,1134.749844,556.02742356
PR_160,2,Floresta Ombrófila Mista,18.453204629970823,8229.402259999999,4032.4071074000008
PR_160,3,Floresta Ombrófila Mista,4.563886125370447,2158.1149539999997,1057.47632746
PR_160,4,Floresta Ombrófila Mista,6.683925636698869,3255.8831159999995,1595.38272684
PR_161,1,Floresta Ombrófila Mista,,,
PR_161,2,Floresta Ombrófila Mista,7.7430953643771385,3833.322128,1878.32784272
PR_161,3,Floresta Ombrófila Mista,4.188104968883571,1988.168944,974.2027825600001
PR_161,4,Floresta Ombrófila Mista,20.212565972943416,9273.303226000004,4543.918580739999
PR_166,1,Floresta Ombrófila Mista,,,
PR_166,2,Floresta Ombrófila Mista,3.6471279605213454,1678.554804,822.4918539600001
PR_166,3,Floresta Ombrófila Mista,41.80485163501722,19060.567927999997,9339.678284720001
PR_166,4,Floresta Ombrófila Mista,1.1259837151871093,723.323488,354.42850912
PR_184,1,Floresta Ombrófila Mista,,,
PR_184,2,Floresta Ombrófila Mista,,,
PR_184,3,Floresta Ombrófila Mista,,,
PR_184,4,Floresta Ombrófila Mista,,,
PR_185,1,Floresta Ombrófila Mista,21.113791087722923,11809.023035999997,5786.421287639998
PR_185,2,Floresta Ombrófila Mista,6.753624232527414,3105.5735500000005,1521.7310394999997
PR_185,3,Floresta Ombrófila Mista,0.5065989564797593,356.535976,174.70262824000002
PR_185,4,Floresta Ombrófila Mista,0.1378689002495506,78.09700000000001,38.26753
PR_186,1,Floresta Ombrófila Mista,7.931738588948258,3658.0832800000003,1792.4608072000003
PR_186,2,Floresta Ombrófila Mista,26.333061592767745,11049.808364000004,5414.406098360002
PR_186,3,Floresta Ombrófila Mista,3.454137900092947,1712.6266499999997,839.1870584999999
PR_186,4,Floresta Ombrófila Mista,,,
PR_188,1,Floresta Ombrófila Mista,7.302650350700039,2901.7558000000004,1421.860342
PR_188,2,Floresta Ombrófila Mista,,,
PR_188,3,Floresta Ombrófila Mista,13.284186082298895,5660.939653999999,2773.8604304600003
PR_188,4,Floresta Ombrófila Mista,38.37233679814558,18068.59721,8853.612632900002
PR_189,1,Floresta Ombrófila Mista,28.909709846804056,12505.943291999998,6127.912213080001
PR_189,2,Floresta Ombrófila Mista,29.1448806663506,12726.87479,6236.168647099999
PR_189,3,Floresta Ombrófila Mista,41.40818627318243,18289.23601399999,8961.72564686
PR_189,4,Floresta Ombrófila Mista,38.39087996337462,15949.685706000006,7815.345995939999
PR_190,1,Floresta Ombrófila Mista,13.95884635085868,5490.333231999999,2690.2632836800003
PR_190,2,Floresta Ombrófila Mista,23.595175484062715,10019.906352000002,4909.754112480001
PR_190,3,Floresta Ombrófila Mista,23.49578675761046,10548.487518000002,5168.758883820002
PR_190,4,Floresta Ombrófila Mista,30.062723958914596,12202.406691999999,5979.179279079999
PR_191,1,Floresta Ombrófila Mista,61.09366141030436,27359.715445999995,13406.260568539998
PR_191,2,Floresta Ombrófila Mista,31.44652819689548,12684.54105,6215.425114499998
PR_191,3,Floresta Ombrófila Mista,58.41378967795047,25878.221756,12680.32866044
PR_191,4,Floresta Ombrófila Mista,59.82751627163983,26867.194567999988,13164.92533832
PR_192,1,Estepe Gramíneo Lenhosa,31.754241174249685,14132.453699999996,6924.902312999997
PR_192,2,Estepe Gramíneo Lenhosa,3.0903169801442214,2241.0822200000002,1098.1302878
PR_192,3,Estepe Gramíneo Lenhosa,25.76053120544399,11984.945944000001,5872.6235125600015
PR_192,4,Estepe Gramíneo Lenhosa,16.443888484703383,7754.423416000003,3799.6674738399993
PR_193,1,Floresta Ombrófila Mista,27.21183243345194,12704.689122000002,6225.297669780002
PR_193,2,Floresta Ombrófila Mista,17.368334683093327,8191.030324,4013.6048587599994
PR_193,3,Floresta Ombrófila Mista,1.2396768941628191,770.00927,377.3045423
PR_193,4,Floresta Ombrófila Mista,20.87600880874961,9719.129280000001,4762.373347199999
PR_194,1,Estepe Gramíneo Lenhosa,14.676119921459524,6724.333684000001,3294.9235051600003
PR_194,2,Estepe Gramíneo Lenhosa,43.17093905227388,19062.096828000005,9340.42744572
PR_194,3,Estepe Gramíneo Lenhosa,14.962021605050223,4537.668212000001,2223.45742388
PR_194,4,Estepe Gramíneo Lenhosa,45.396634381260974,10457.429680000001,5124.140543200004
PR_213,1,Floresta Ombrófila Mista,0.4738509195133453,294.974254,144.53738446
PR_213,2,Floresta Ombrófila Mista,,,
PR_213,3,Floresta Ombrófila Mista,21.251246547071236,8435.990211999997,4133.635203879998
PR_213,4,Floresta Ombrófila Mista,,,
PR_214,1,Floresta Ombrófila Mista,67.36225385673121,23954.256352000004,11737.58561248
PR_214,2,Floresta Ombrófila Mista,8.52568037174104,4024.163578,1971.84015322
PR_214,3,Floresta Ombrófila Mista,37.844183479737346,16025.721916000006,7852.603738840001
PR_214,4,Floresta Ombrófila Mista,79.60616470677158,27040.975827999995,13250.078155719995
PR_215,1,Estepe Gramíneo Lenhosa,,,
PR_215,2,Estepe Gramíneo Lenhosa,,,
PR_215,3,Estepe Gramíneo Lenhosa,,,
PR_215,4,Estepe Gramíneo Lenhosa,8.982598461646852,4673.0625,2289.8006250000008
