UA,SU,DOMINIO,v,bio,carbono
PR_462,1,Floresta Ombrófila Mista,29.924874862136154,14230.896090000002,6973.139084100003
PR_462,2,Floresta Ombrófila Mista,33.51646545648556,15859.734429999999,7771.269870699998
PR_462,3,Floresta Ombrófila Mista,51.17378403729788,23169.52669,11353.068078100003
PR_462,4,Floresta Ombrófila Mista,1536.7973401557513,1.910180520242e6,935988.4549185799
PR_463,1,Estepe Gramíneo Lenhosa,,,
PR_463,2,Estepe Gramíneo Lenhosa,,,
PR_463,3,Estepe Gramíneo Lenhosa,,,
PR_463,4,Estepe Gramíneo Lenhosa,,,
PR_464,1,Estepe Gramíneo Lenhosa,,,
PR_464,2,Estepe Gramíneo Lenhosa,0.7044094829578784,679.5731000000002,332.99081900000004
PR_464,3,Estepe Gramíneo Lenhosa,10.6196828220275,7646.2907000000005,3746.682443000001
PR_464,4,Estepe Gramíneo Lenhosa,,,
PR_465,1,Floresta Ombrófila Mista,18.895487449116693,11772.371699999994,5768.462132999999
PR_465,2,Floresta Ombrófila Mista,10.19382085924796,6046.032950000001,2962.5561455
PR_465,3,Floresta Ombrófila Mista,6.9863637097777795,4288.132529999999,2101.1849397
PR_465,4,Floresta Ombrófila Mista,16.16564381345441,10649.846687999996,5218.42487712
PR_466,1,Floresta Ombrófila Mista,20.83205485031677,10692.568507999998,5239.35856892
PR_466,2,Floresta Ombrófila Mista,20.43225899183619,15301.462341200004,7497.716547187999
PR_466,3,Floresta Ombrófila Mista,17.99626130291258,10284.070474000002,5039.1945322599995
PR_466,4,Floresta Ombrófila Mista,7.641966291093506,6344.171501999999,3108.6440359800004
PR_467,1,Floresta Ombrófila Mista,29.895514221037786,18589.859416000003,9109.03111384
PR_467,2,Floresta Ombrófila Mista,23.426227864319255,13762.51863,6743.6341287000005
PR_467,3,Floresta Ombrófila Mista,5.0757478090763195,3349.381828,1641.1970957199999
PR_467,4,Floresta Ombrófila Mista,15.407880947762386,8904.276839999999,4363.0956516
PR_468,1,Floresta Ombrófila Mista,13.83876496038425,7295.882082,3574.9822201799993
PR_468,2,Floresta Ombrófila Mista,23.7941761129673,12985.256988000001,6362.775924119999
PR_468,3,Floresta Ombrófila Mista,30.847311828829127,19247.443418000006,9431.247274819996
PR_468,4,Floresta Ombrófila Mista,0.3330094999593737,382.82975,187.58657749999998
PR_469,1,Floresta Ombrófila Mista,,,
PR_469,2,Floresta Ombrófila Mista,,,
PR_469,3,Floresta Ombrófila Mista,,,
PR_469,4,Floresta Ombrófila Mista,3.234527799616339,2064.954102,1011.8275099799998
PR_470,1,Floresta Ombrófila Mista,3.761581293235348,2732.9610940000002,1339.15093606
PR_470,2,Floresta Ombrófila Mista,,,
PR_470,3,Floresta Ombrófila Mista,4.511033790505502,3972.398916,1946.4754688400003
PR_470,4,Floresta Ombrófila Mista,,,
PR_471,1,Floresta Ombrófila Mista,,,
PR_471,2,Floresta Ombrófila Mista,,,
PR_471,3,Floresta Ombrófila Mista,,,
PR_471,4,Floresta Ombrófila Mista,,,
PR_472,1,Floresta Ombrófila Mista,,,
PR_472,2,Floresta Ombrófila Mista,1.7408965960100753,952.7458239999999,466.84545375999994
PR_472,3,Floresta Ombrófila Mista,12.337145201323224,6453.1576939999995,3162.0472700599994
PR_472,4,Floresta Ombrófila Mista,,,
PR_492,1,Floresta Ombrófila Mista,24.03718866425976,12609.992442,6178.896296580002
PR_492,2,Floresta Ombrófila Mista,21.640498666469156,10846.560455999997,5314.814623439999
PR_492,3,Floresta Ombrófila Mista,26.880487807937,15080.059574,7389.22919126
PR_492,4,Floresta Ombrófila Mista,28.217642364864407,14500.456749999998,7105.2238075000005
PR_493,1,Floresta Ombrófila Mista,1.0782714615457414,587.30102,287.77749980000004
PR_493,2,Floresta Ombrófila Mista,11.922380544195857,7319.158086000001,3586.387462139999
PR_493,3,Floresta Ombrófila Mista,3.74361634111731,1930.8138160000005,946.0987698399997
PR_493,4,Floresta Ombrófila Mista,11.674801174279443,7842.9919668,3843.066063732
PR_494,1,Floresta Ombrófila Mista,1.092421257010355,815.583828,399.63607572
PR_494,2,Floresta Ombrófila Mista,47.043920087235634,25567.146135999996,12527.90160664
PR_494,3,Floresta Ombrófila Mista,34.83129913901541,19470.383459999994,9540.4878954
PR_494,4,Floresta Ombrófila Mista,40.64932688774817,18919.154698000006,9270.385802019997
PR_495,1,Floresta Ombrófila Mista,1.0047473928778134,506.8093,248.336557
PR_495,2,Floresta Ombrófila Mista,,,
PR_495,3,Floresta Ombrófila Mista,,,
PR_495,4,Floresta Ombrófila Mista,,,
PR_496,1,Floresta Ombrófila Mista,6.7849251403001904,2327.4312640000003,1140.4413193599999
PR_496,2,Floresta Ombrófila Mista,11.587950314764594,8205.183036,4020.539687639999
PR_496,3,Floresta Ombrófila Mista,2.408426149517005,1499.1499879999997,734.58349412
PR_496,4,Floresta Ombrófila Mista,11.932483223682276,11102.060268,5440.009531319999
PR_497,1,Floresta Ombrófila Mista,9.034895926725415,4315.299568,2114.49678832
PR_497,2,Floresta Ombrófila Mista,11.259479521064412,5613.7899400000015,2750.757070599999
PR_497,3,Floresta Ombrófila Mista,2.3597938684726483,1134.8775200000002,556.0899847999999
PR_497,4,Floresta Ombrófila Mista,15.435695342480384,7577.681917999999,3713.064139819999
PR_498,1,Floresta Ombrófila Mista,16.403064048078036,7152.202149999996,3504.5790534999996
PR_498,2,Floresta Ombrófila Mista,16.363326551534303,9021.233942,4420.404631580001
PR_498,3,Floresta Ombrófila Mista,7.1301733897487045,3364.651078,1648.6790282200004
PR_498,4,Floresta Ombrófila Mista,13.547070056237157,5838.573872000002,2860.9011972800013
PR_499,1,Floresta Ombrófila Mista,0.7830047716650603,448.846616,219.93484184
PR_499,2,Floresta Ombrófila Mista,2.903062241926733,1588.6245,778.4260049999998
PR_499,3,Floresta Ombrófila Mista,3.5722210617312538,2298.8489100000006,1126.4359659000002
PR_499,4,Floresta Ombrófila Mista,21.246024154183868,10268.414428000002,5031.5230697199995
PR_500,1,Floresta Ombrófila Mista,5.816888149179058,3000.27855,1470.1364895
PR_500,2,Floresta Ombrófila Mista,18.406211131381937,9192.540299999999,4504.344746999999
PR_500,3,Floresta Ombrófila Mista,19.733993894785424,9111.061728,4464.420246719999
PR_500,4,Floresta Ombrófila Mista,12.294092027653793,6103.580648000001,2990.7545175200003
PR_501,1,Floresta Ombrófila Mista,,,
PR_501,2,Floresta Ombrófila Mista,,,
PR_501,3,Floresta Ombrófila Mista,,,
PR_501,4,Floresta Ombrófila Mista,,,
PR_502,1,Floresta Ombrófila Mista,5.103554887947141,3401.191962000001,1666.5840613800003
PR_502,2,Floresta Ombrófila Mista,,,
PR_502,3,Floresta Ombrófila Mista,14.714315412740374,8269.19504,4051.9055695999996
PR_502,4,Floresta Ombrófila Mista,20.279119787406447,9922.23574,4861.8955126
PR_503,1,Floresta Ombrófila Mista,,,
PR_503,2,Floresta Ombrófila Mista,0.5078594546047503,242.41665,118.78415849999999
PR_503,3,Floresta Ombrófila Mista,20.88767759655436,8583.680447999997,4206.00341952
PR_503,4,Floresta Ombrófila Mista,8.537931911261584,3481.4135999999994,1705.892664
PR_519,1,Floresta Ombrófila Mista,2.2734342208625185,1152.7784739999995,564.8614522599999
PR_519,2,Floresta Ombrófila Mista,,,
PR_519,3,Floresta Ombrófila Mista,,,
PR_519,4,Floresta Ombrófila Mista,,,
PR_520,1,Floresta Ombrófila Mista,26.915876605339466,14703.908953999999,7204.915387460001
PR_520,2,Floresta Ombrófila Mista,,,
PR_520,3,Floresta Ombrófila Mista,,,
PR_520,4,Floresta Ombrófila Mista,,,
PR_521,1,Floresta Ombrófila Mista,6.727373928116681,3652.477846,1789.714144539999
PR_521,2,Floresta Ombrófila Mista,9.54093161114098,5435.215420000002,2663.2555558000004
PR_521,3,Floresta Ombrófila Mista,7.462173444070976,4157.611080000002,2037.2294291999988
PR_521,4,Floresta Ombrófila Mista,3.282110065259985,1564.8148100000005,766.7592568999997
PR_522,1,Floresta Ombrófila Mista,18.421470719212643,14790.28282,7247.238581799998
PR_522,2,Floresta Ombrófila Mista,17.432573703168412,9640.06314,4723.6309386
PR_522,3,Floresta Ombrófila Mista,14.595274467919657,7188.724868,3522.4751853199996
PR_522,4,Floresta Ombrófila Mista,18.600303288614036,9997.494994000002,4898.772547059999
PR_523,1,Floresta Ombrófila Mista,12.637169558131047,6332.449568000001,3102.90028832
PR_523,2,Floresta Ombrófila Mista,13.947903109781853,7015.493834,3437.5919786600007
PR_523,3,Floresta Ombrófila Mista,3.75227091537789,1669.717452,818.1615514800001
PR_523,4,Floresta Ombrófila Mista,23.189173665360613,10498.241034,5144.1381066600015
PR_524,1,Floresta Ombrófila Mista,11.766628087680989,7376.42652,3614.4489948000005
PR_524,2,Floresta Ombrófila Mista,9.208578673995628,6634.59631,3250.9521918999994
PR_524,3,Floresta Ombrófila Mista,,,
PR_524,4,Floresta Ombrófila Mista,3.0025043983400987,1825.547552,894.51830048
PR_525,1,Floresta Ombrófila Mista,,,
PR_525,2,Floresta Ombrófila Mista,,,
PR_525,3,Floresta Ombrófila Mista,2.3030707800182593,1202.7236999999998,589.334613
PR_525,4,Floresta Ombrófila Mista,0.11910643390874819,50.12938199999999,24.563397179999996
PR_526,1,Floresta Ombrófila Mista,11.132426601994617,4452.538928,2181.7440747200003
PR_526,2,Floresta Ombrófila Mista,13.41589042149441,8955.124826,4388.01116474
PR_526,3,Floresta Ombrófila Mista,,,
PR_526,4,Floresta Ombrófila Mista,,,
PR_527,1,Floresta Ombrófila Mista,4.13737158121185,2289.962506,1122.0816279399999
PR_527,2,Floresta Ombrófila Mista,14.65362065520198,7513.757827999999,3681.7413357199994
PR_527,3,Floresta Ombrófila Mista,22.670648099271062,11719.199391999995,5742.40770208
PR_527,4,Floresta Ombrófila Mista,21.393727921399687,9751.085791999996,4778.032038080001
PR_528,1,Floresta Ombrófila Mista,16.902975066228926,8823.09458,4323.316344199999
PR_528,2,Floresta Ombrófila Mista,10.523158395888471,5445.31547,2668.204580299999
PR_528,3,Floresta Ombrófila Mista,,,
PR_528,4,Floresta Ombrófila Mista,34.14613696174564,18686.49812,9156.384078799996
PR_537,1,Floresta Ombrófila Mista,25.7765475994861,12838.028656000002,6290.634041439999
PR_537,2,Floresta Ombrófila Mista,14.410507586224595,8662.949948,4244.845474520001
PR_537,3,Floresta Ombrófila Mista,18.84010859530057,8949.692718000002,4385.349431819999
PR_537,4,Floresta Ombrófila Mista,22.41070996054936,11622.800248,5695.172121519999
PR_538,1,Estepe Gramíneo Lenhosa,73.7614628994869,27836.639892000014,13639.953547079996
PR_538,2,Estepe Gramíneo Lenhosa,32.163587337256395,17697.640400000004,8671.843796000001
PR_538,3,Estepe Gramíneo Lenhosa,52.93394793304059,21542.631523999997,10555.889446760002
PR_538,4,Estepe Gramíneo Lenhosa,72.46190446226522,27957.560315999996,13699.204554839996
PR_539,1,Estepe Gramíneo Lenhosa,20.145797764828576,10679.652972000004,5233.02995628
PR_539,2,Estepe Gramíneo Lenhosa,2.924683032360672,2301.122516,1127.55003284
PR_539,3,Estepe Gramíneo Lenhosa,26.761615846584284,14678.136195999996,7192.286736040001
PR_539,4,Estepe Gramíneo Lenhosa,29.127843795032902,16815.722824000004,8239.704183759999
PR_540,1,Estepe Gramíneo Lenhosa,22.382587528211342,13597.319927999995,6662.68676472
PR_540,2,Estepe Gramíneo Lenhosa,49.63423484437802,24181.58740399999,11848.977827960001
PR_540,3,Estepe Gramíneo Lenhosa,74.17369035084691,34437.65216799999,16874.449562320005
PR_540,4,Estepe Gramíneo Lenhosa,13.874521309865743,8226.378668000001,4030.9255473200005
PR_541,1,Floresta Ombrófila Mista,46.99321189946253,22371.608976000003,10962.08839824
PR_541,2,Floresta Ombrófila Mista,21.527375620330993,11757.129631999995,5760.993519679999
PR_541,3,Floresta Ombrófila Mista,26.574826737902537,13954.869729999995,6837.886167699998
PR_541,4,Floresta Ombrófila Mista,32.621742751020875,20634.47008200001,10110.890340180003
PR_542,1,Floresta Ombrófila Mista,16.904718631022405,9176.067952,4496.27329648
PR_542,2,Floresta Ombrófila Mista,5.246520938343446,2708.26521,1327.0499529
PR_542,3,Floresta Ombrófila Mista,8.922555091840366,4581.875790000001,2245.1191371
PR_542,4,Floresta Ombrófila Mista,2.00573867961873,1192.7512179999999,584.4480968199999
PR_543,1,Floresta Ombrófila Mista,22.19803878858085,14309.278588000003,7011.546508120001
PR_543,2,Floresta Ombrófila Mista,42.377477524967105,28423.457082000004,13927.493970179996
PR_543,3,Floresta Ombrófila Mista,15.929258804885801,9363.314696000005,4588.024201039999
PR_543,4,Floresta Ombrófila Mista,29.01519858395578,18497.117709999995,9063.587677899997
PR_545,1,Floresta Ombrófila Mista,,,
PR_545,2,Floresta Ombrófila Mista,,,
PR_545,3,Floresta Ombrófila Mista,,,
PR_545,4,Floresta Ombrófila Mista,,,
PR_546,1,Estepe Gramíneo Lenhosa,,,
PR_546,2,Estepe Gramíneo Lenhosa,,,
PR_546,3,Estepe Gramíneo Lenhosa,,,
PR_546,4,Estepe Gramíneo Lenhosa,,,
PR_547,1,Estepe Gramíneo Lenhosa,4.047896643189741,3503.032256,1716.4858054400001
PR_547,2,Estepe Gramíneo Lenhosa,1.7513754229660012,1757.589576,861.21889224
PR_547,3,Estepe Gramíneo Lenhosa,20.95280747996116,13704.046044,6714.98256156
PR_547,4,Estepe Gramíneo Lenhosa,17.473227605696298,10454.344008000002,5122.6285639200005
PR_548,1,Floresta Ombrófila Mista,17.845811832541706,12117.400943999994,5937.526462560003
PR_548,2,Floresta Ombrófila Mista,12.338490217830214,5741.243315999998,2813.20922484
PR_548,3,Floresta Ombrófila Mista,11.734911228194147,7101.541127999998,3479.7551527199994
PR_548,4,Floresta Ombrófila Mista,5.156049069497013,2937.5746879999997,1439.4115971200001
PR_549,1,Floresta Ombrófila Mista,7.115601688666763,3597.4894520000003,1762.76983148
PR_549,2,Floresta Ombrófila Mista,1.1035758845161319,842.632558,412.88995342
PR_549,3,Floresta Ombrófila Mista,12.055183880034198,6853.0696960000005,3358.0041510400006
PR_549,4,Floresta Ombrófila Mista,8.94248674599504,4624.766949999999,2266.1358055
PR_550,1,Floresta Ombrófila Mista,,,
PR_550,2,Floresta Ombrófila Mista,,,
PR_550,3,Floresta Ombrófila Mista,24.347379004974204,12299.55758,6026.7832142
PR_550,4,Floresta Ombrófila Mista,25.934596905514574,15737.771114,7711.507845859999
PR_1,1,Floresta Estacional Semidecidual,2.5357361998117085,711.8094666617438,348.78663866425455
PR_1,2,Floresta Estacional Semidecidual,,,
PR_1,3,Floresta Estacional Semidecidual,,,
PR_1,4,Floresta Estacional Semidecidual,1.4695488359111826,409.9220993619651,200.8618286873629
PR_100,1,Floresta Estacional Semidecidual,,,
PR_100,2,Floresta Estacional Semidecidual,,,
PR_100,3,Floresta Estacional Semidecidual,,,
PR_100,4,Floresta Estacional Semidecidual,,,
PR_101,1,Floresta Estacional Semidecidual,20.634515615774333,6938.392010603588,3399.8120851957574
PR_101,2,Floresta Estacional Semidecidual,0.05004254165636217,11.83111283132642,5.797245287349946
PR_101,3,Floresta Estacional Semidecidual,7.3382063088914755,2211.51058523227,1083.6401867638126
PR_101,4,Floresta Estacional Semidecidual,12.52553223544372,3784.191567113845,1854.2538678857836
PR_102,1,Floresta Estacional Semidecidual,,,
PR_102,2,Floresta Estacional Semidecidual,5.877856781204267,1467.0657517752954,718.8622183698947
PR_102,3,Floresta Estacional Semidecidual,,,
PR_102,4,Floresta Estacional Semidecidual,,,
PR_103,1,Floresta Estacional Semidecidual,,,
PR_103,2,Floresta Estacional Semidecidual,,,
PR_103,3,Floresta Estacional Semidecidual,,,
PR_103,4,Floresta Estacional Semidecidual,,,
PR_104,1,Floresta Estacional Semidecidual,,,
PR_104,2,Floresta Estacional Semidecidual,,,
PR_104,3,Floresta Estacional Semidecidual,,,
PR_104,4,Floresta Estacional Semidecidual,,,
PR_105,1,Floresta Estacional Semidecidual,,,
PR_105,2,Floresta Estacional Semidecidual,,,
PR_105,3,Floresta Estacional Semidecidual,,,
PR_105,4,Floresta Estacional Semidecidual,,,
PR_106,1,Floresta Estacional Semidecidual,4.1217147236797,673.2782347786361,329.9063350415317
PR_106,2,Floresta Estacional Semidecidual,,,
PR_106,3,Floresta Estacional Semidecidual,0.21552609924375066,81.73771429838403,40.05148000620818
PR_106,4,Floresta Estacional Semidecidual,5.51689834692951,1506.5049310885593,738.187416233394
PR_107,1,Floresta Estacional Semidecidual,,,
PR_107,2,Floresta Estacional Semidecidual,,,
PR_107,3,Floresta Estacional Semidecidual,,,
PR_107,4,Floresta Estacional Semidecidual,,,
PR_109,1,Floresta Estacional Semidecidual,,,
PR_109,2,Floresta Estacional Semidecidual,4.777219244646672,1626.4241039410704,796.9478109311244
PR_109,3,Floresta Estacional Semidecidual,,,
PR_109,4,Floresta Estacional Semidecidual,5.61625565120371,1837.6730499880414,900.4597944941404
PR_11,1,Floresta Estacional Semidecidual,0.4307735551077049,216.75956580742906,106.21218724564024
PR_11,2,Floresta Estacional Semidecidual,12.702945670751083,6695.328915618896,3280.7111686532585
PR_11,3,Floresta Estacional Semidecidual,,,
PR_11,4,Floresta Estacional Semidecidual,,,
PR_111,1,Floresta Estacional Semidecidual,,,
PR_111,2,Floresta Estacional Semidecidual,,,
PR_111,3,Floresta Estacional Semidecidual,,,
PR_111,4,Floresta Estacional Semidecidual,,,
PR_112,1,Floresta Estacional Semidecidual,,,
PR_112,2,Floresta Estacional Semidecidual,,,
PR_112,3,Floresta Estacional Semidecidual,,,
PR_112,4,Floresta Estacional Semidecidual,0.03236130923203086,12.3890672454309,6.07064295026114
PR_113,1,Floresta Estacional Semidecidual,1.5597543155404505,536.5831579891042,262.92574741466103
PR_113,2,Floresta Estacional Semidecidual,2.1784801094048074,681.840883463763,334.1020328972439
PR_113,3,Floresta Estacional Semidecidual,,,
PR_113,4,Floresta Estacional Semidecidual,,,
PR_114,1,Floresta Estacional Semidecidual,,,
PR_114,2,Floresta Estacional Semidecidual,,,
PR_114,3,Floresta Estacional Semidecidual,0.7645202323131897,300.23944159864476,147.11732638333592
PR_114,4,Floresta Estacional Semidecidual,5.15169401699747,1891.648806719831,926.907915292717
PR_116,1,Floresta Estacional Semidecidual,,,
PR_116,2,Floresta Estacional Semidecidual,,,
PR_116,3,Floresta Estacional Semidecidual,,,
PR_116,4,Floresta Estacional Semidecidual,9.352198586370301,3158.747685490593,1547.7863658903902
PR_117,1,Floresta Estacional Semidecidual,,,
PR_117,2,Floresta Estacional Semidecidual,,,
PR_117,3,Floresta Estacional Semidecidual,,,
PR_117,4,Floresta Estacional Semidecidual,34.26389486519413,12194.735086596638,5975.4201924323515
PR_119,1,Floresta Estacional Semidecidual,0.31123371585195037,65.06202704346695,31.880393251298806
PR_119,2,Floresta Estacional Semidecidual,,,
PR_119,3,Floresta Estacional Semidecidual,,,
PR_119,4,Floresta Estacional Semidecidual,8.39347661031703,1970.3759900361083,965.4842351176931
PR_12,1,Floresta Estacional Semidecidual,,,
PR_12,2,Floresta Estacional Semidecidual,,,
PR_12,3,Floresta Estacional Semidecidual,,,
PR_12,4,Floresta Estacional Semidecidual,6.4600940530459745,472.99493651241545,231.76751889108357
PR_120,1,Floresta Estacional Semidecidual,,,
PR_120,2,Floresta Estacional Semidecidual,,,
PR_120,3,Floresta Estacional Semidecidual,,,
PR_120,4,Floresta Estacional Semidecidual,,,
PR_122,1,Floresta Estacional Semidecidual,10.784465791926014,3864.5444991267505,1893.6268045721072
PR_122,2,Floresta Estacional Semidecidual,21.48700427002147,6634.075570075155,3250.6970293368267
PR_122,3,Floresta Estacional Semidecidual,17.317002596025716,4880.159641600632,2391.2782243843103
PR_122,4,Floresta Estacional Semidecidual,14.709542770038308,5535.0208999406705,2712.1602409709285
PR_123,1,Floresta Estacional Semidecidual,,,
PR_123,2,Floresta Estacional Semidecidual,,,
PR_123,3,Floresta Estacional Semidecidual,0.3050922195994129,71.27546347536985,34.92497710293122
PR_123,4,Floresta Estacional Semidecidual,1.2423300163216657,539.403955673421,264.3079382799763
PR_124,1,Floresta Estacional Semidecidual,4.716157059290001,1222.0031279579346,598.7815326993878
PR_124,2,Floresta Estacional Semidecidual,6.819551187699436,1750.6466471719855,857.8168571142727
PR_124,3,Floresta Estacional Semidecidual,0.05041648419159214,12.741143711364462,6.2431604185685865
PR_124,4,Floresta Estacional Semidecidual,3.610969557044729,975.7887868099522,478.1365055368766
PR_125,1,Floresta Estacional Semidecidual,,,
PR_125,2,Floresta Estacional Semidecidual,,,
PR_125,3,Floresta Estacional Semidecidual,,,
PR_125,4,Floresta Estacional Semidecidual,,,
PR_126,1,Floresta Estacional Semidecidual,5.840600373985388,1685.6886662154845,825.9874464455872
PR_126,2,Floresta Estacional Semidecidual,,,
PR_126,3,Floresta Estacional Semidecidual,,,
PR_126,4,Floresta Estacional Semidecidual,10.655137982524543,2686.604815014142,1316.4363593569294
PR_129,1,Floresta Estacional Semidecidual,,,
PR_129,2,Floresta Estacional Semidecidual,,,
PR_129,3,Floresta Estacional Semidecidual,,,
PR_129,4,Floresta Estacional Semidecidual,,,
PR_13,1,Floresta Estacional Semidecidual,,,
PR_13,2,Floresta Estacional Semidecidual,,,
PR_13,3,Floresta Estacional Semidecidual,,,
PR_13,4,Floresta Estacional Semidecidual,,,
PR_130,1,Floresta Estacional Semidecidual,,,
PR_130,2,Floresta Estacional Semidecidual,,,
PR_130,3,Floresta Estacional Semidecidual,,,
PR_130,4,Floresta Estacional Semidecidual,,,
PR_131,1,Floresta Estacional Semidecidual,13.089655619861292,4873.37016774416,2387.9513821946375
PR_131,2,Floresta Estacional Semidecidual,18.45255388708174,6009.279359543727,2944.5468861764252
PR_131,3,Floresta Estacional Semidecidual,14.562495825214775,3884.6444055178185,1903.4757587037311
PR_131,4,Floresta Estacional Semidecidual,,,
PR_132,1,Floresta Estacional Semidecidual,4.257144834969106,951.9357864740609,466.4485353722898
PR_132,2,Floresta Estacional Semidecidual,,,
PR_132,3,Floresta Estacional Semidecidual,,,
PR_132,4,Floresta Estacional Semidecidual,,,
PR_133,1,Floresta Estacional Semidecidual,,,
PR_133,2,Floresta Estacional Semidecidual,2.9959070462085386,532.1062665893163,260.732070628765
PR_133,3,Floresta Estacional Semidecidual,,,
PR_133,4,Floresta Estacional Semidecidual,,,
PR_134,1,Floresta Ombrófila Mista,,,
PR_134,2,Floresta Ombrófila Mista,,,
PR_134,3,Floresta Ombrófila Mista,,,
PR_134,4,Floresta Ombrófila Mista,,,
PR_135,1,Floresta Ombrófila Mista,,,
PR_135,2,Floresta Ombrófila Mista,13.716960250899946,6840.612498000001,3351.900124020001
PR_135,3,Floresta Ombrófila Mista,0.9699646996014369,456.48654400000004,223.67840655999996
PR_135,4,Floresta Ombrófila Mista,,,
PR_136,1,Floresta Ombrófila Mista,4.956276558452403,2293.44147,1123.7863203000002
PR_136,2,Floresta Ombrófila Mista,26.47583069153228,12756.150580000001,6250.5137842
PR_136,3,Floresta Ombrófila Mista,36.72746789847108,17365.652022,8509.169490780001
PR_136,4,Floresta Ombrófila Mista,25.245006259388482,13389.799869999997,6561.001936300001
PR_137,1,Floresta Ombrófila Mista,17.976927191994154,8053.177873999999,3946.0571582600005
PR_137,2,Floresta Ombrófila Mista,,,
PR_137,3,Floresta Ombrófila Mista,,,
PR_137,4,Floresta Ombrófila Mista,2.605511684687506,1254.1532499999998,614.5350925
PR_138,1,Floresta Estacional Semidecidual,30.525303083075418,8157.8785269333985,3997.3604781973672
PR_138,2,Floresta Estacional Semidecidual,13.5527742778361,4511.5324223535135,2210.6508869532217
PR_138,3,Floresta Estacional Semidecidual,30.026342823922782,10473.723725400483,5132.124625446237
PR_138,4,Floresta Estacional Semidecidual,15.122170529594264,5557.802815236632,2723.32337946595
PR_139,1,Floresta Ombrófila Mista,3.134758754980052,2339.4300000000003,1146.3207000000002
PR_139,2,Floresta Ombrófila Mista,3.8172580868275485,2049.6820379999995,1004.3441986199998
PR_139,3,Floresta Ombrófila Mista,0.25240515342606595,153.81998199999998,75.37179118
PR_139,4,Floresta Ombrófila Mista,8.862263184753196,4008.0105879999996,1963.9251881199998
PR_14,1,Floresta Estacional Semidecidual,,,
PR_14,2,Floresta Estacional Semidecidual,,,
PR_14,3,Floresta Estacional Semidecidual,,,
PR_14,4,Floresta Estacional Semidecidual,,,
PR_140,1,Floresta Ombrófila Mista,,,
PR_140,2,Floresta Ombrófila Mista,,,
PR_140,3,Floresta Ombrófila Mista,,,
PR_140,4,Floresta Ombrófila Mista,,,
PR_141,1,Floresta Ombrófila Mista,19.26098384630134,9165.858449999996,4491.270640499998
PR_141,2,Floresta Ombrófila Mista,21.038398043170996,9779.853380000002,4792.1281561999995
PR_141,3,Floresta Ombrófila Mista,,,
PR_141,4,Floresta Ombrófila Mista,,,
PR_142,1,Floresta Ombrófila Mista,,,
PR_142,2,Floresta Ombrófila Mista,,,
PR_142,3,Floresta Ombrófila Mista,,,
PR_142,4,Floresta Ombrófila Mista,1.044613282722503,364.112704,178.41522496000005
PR_144,1,Floresta Estacional Semidecidual,10.258473116131574,2639.186539862257,1293.2014045325059
PR_144,2,Floresta Estacional Semidecidual,,,
PR_144,3,Floresta Estacional Semidecidual,,,
PR_144,4,Floresta Estacional Semidecidual,,,
PR_145,1,Floresta Estacional Semidecidual,17.921289243905534,5956.662845240918,2918.76479416805
PR_145,2,Floresta Estacional Semidecidual,0.2527460278240185,125.45126939543158,61.47112200376147
PR_145,3,Floresta Estacional Semidecidual,,,
PR_145,4,Floresta Estacional Semidecidual,0.061403156434117145,38.60529169957542,18.916592932791954
PR_146,1,Floresta Estacional Semidecidual,,,
PR_146,2,Floresta Estacional Semidecidual,,,
PR_146,3,Floresta Estacional Semidecidual,,,
PR_146,4,Floresta Estacional Semidecidual,,,
PR_147,1,Floresta Estacional Semidecidual,21.092056488256045,6807.8371125101885,3335.8401851299927
PR_147,2,Floresta Estacional Semidecidual,,,
PR_147,3,Floresta Estacional Semidecidual,0.5600867039634668,164.41925069861614,80.56543284232191
PR_147,4,Floresta Estacional Semidecidual,,,
PR_149,1,Floresta Ombrófila Mista,0.6912821074780818,474.8181599999999,232.66089839999995
PR_149,2,Floresta Ombrófila Mista,11.495037373619516,7883.298879999999,3862.8164511999994
PR_149,3,Floresta Ombrófila Mista,,,
PR_149,4,Floresta Ombrófila Mista,,,
PR_15,1,Floresta Estacional Semidecidual,,,
PR_15,2,Floresta Estacional Semidecidual,2.1037358372421315,815.4799258079369,399.5851636458891
PR_15,3,Floresta Estacional Semidecidual,,,
PR_15,4,Floresta Estacional Semidecidual,,,
PR_150,1,Floresta Ombrófila Mista,,,
PR_150,2,Floresta Ombrófila Mista,,,
PR_150,3,Floresta Ombrófila Mista,,,
PR_150,4,Floresta Ombrófila Mista,,,
PR_155,1,Floresta Estacional Semidecidual,1.7538741432600462,547.4050665519729,268.2284826104667
PR_155,2,Floresta Estacional Semidecidual,,,
PR_155,3,Floresta Estacional Semidecidual,0.4131152385141516,146.7739584001962,71.91923961609612
PR_155,4,Floresta Estacional Semidecidual,4.5890382514272465,1678.3911371156205,822.411657186654
PR_156,1,Floresta Estacional Semidecidual,,,
PR_156,2,Floresta Estacional Semidecidual,,,
PR_156,3,Floresta Estacional Semidecidual,,,
PR_156,4,Floresta Estacional Semidecidual,,,
PR_157,1,Floresta Ombrófila Mista,,,
PR_157,2,Floresta Ombrófila Mista,,,
PR_157,3,Floresta Ombrófila Mista,,,
PR_157,4,Floresta Ombrófila Mista,,,
PR_158,1,Floresta Ombrófila Mista,,,
PR_158,2,Floresta Ombrófila Mista,,,
PR_158,3,Floresta Ombrófila Mista,,,
